Front Right,Rear Left,Rear Right,Front Left,Time
2.3042361736297607,2.4084763526916504,2.5051352977752686,2.8535497188568115,15863.0
2.306763172149658,2.4091079235076904,2.5057668685913086,2.855445146560669,15863.0
2.3080267906188965,2.4106874465942383,2.5086097717285156,2.852602005004883,15863.0
2.305499792098999,2.4097397327423096,2.5051352977752686,2.851654529571533,15863.0
2.3130807876586914,2.4170050621032715,2.514295816421509,2.861762523651123,15864.0
2.3108696937561035,2.4160573482513428,2.51334810256958,2.8627102375030518,15864.0
2.3124489784240723,2.4185843467712402,2.514295816421509,2.8627102375030518,15864.0
2.31402850151062,2.4170050621032715,2.516191005706787,2.8614466190338135,15864.0
2.306131362915039,2.412898540496826,2.5117685794830322,2.861130952835083,15864.0
2.3029725551605225,2.4084763526916504,2.5063986778259277,2.852602005004883,15865.0
2.306131362915039,2.4119508266448975,2.507030487060547,2.853865623474121,15865.0
2.306763172149658,2.412266731262207,2.5079782009124756,2.8522863388061523,15865.0
2.306131362915039,2.4097397327423096,2.5038716793060303,2.8529179096221924,15865.0
2.306763172149658,2.4103715419769287,2.5063986778259277,2.85481333732605,15865.0
2.3130807876586914,2.4192161560058594,2.5130321979522705,2.859551429748535,15866.0
2.316239595413208,2.4163732528686523,2.513979911804199,2.861762523651123,15866.0
2.307710886001587,2.408792018890381,2.5045034885406494,2.852602005004883,15866.0
2.3042361736297607,2.410055637359619,2.5086097717285156,2.85481333732605,15866.0
2.3073949813842773,2.413846254348755,2.5086097717285156,2.856076717376709,15866.0
2.3013932704925537,2.406580924987793,2.5038716793060303,2.849759101867676,15867.0
2.3001296520233154,2.403106212615967,2.5010287761688232,2.847548007965088,15867.0
2.3042361736297607,2.408160448074341,2.5035557746887207,2.8484957218170166,15867.0
2.3051838874816895,2.4106874465942383,2.507030487060547,2.8519704341888428,15867.0
2.3051838874816895,2.4113192558288574,2.5073463916778564,2.853865623474121,15867.0
2.3137125968933105,2.421743154525757,2.5152432918548584,2.861130952835083,15868.0
2.3115015029907227,2.4176366329193115,2.5152432918548584,2.861130952835083,15868.0
2.3073949813842773,2.4170050621032715,2.511137008666992,2.858288049697876,15868.0
2.3115015029907227,2.413846254348755,2.5130321979522705,2.8627102375030518,15868.0
2.3045520782470703,2.412266731262207,2.508294105529785,2.857656240463257,15868.0
2.3064472675323486,2.409423828125,2.5063986778259277,2.852602005004883,15869.0
2.302656888961792,2.4103715419769287,2.5038716793060303,2.853233814239502,15869.0
2.3058154582977295,2.4091079235076904,2.5051352977752686,2.8529179096221924,15869.0
2.3058154582977295,2.4062650203704834,2.50418758392334,2.8522863388061523,15869.0
2.3029725551605225,2.4068968296051025,2.5038716793060303,2.851022720336914,15869.0
2.3092901706695557,2.4147937297821045,2.508925676345825,2.8573403358459473,15870.0
2.297602653503418,2.405317544937134,2.502608299255371,2.8472321033477783,15870.0
2.3086583614349365,2.4113192558288574,2.5108211040496826,2.8573403358459473,15870.0
2.3102378845214844,2.414477825164795,2.508294105529785,2.8551292419433594,15870.0
2.3070790767669678,2.409423828125,2.512084484100342,2.858288049697876,15870.0
2.303920269012451,2.4075286388397217,2.5051352977752686,2.853233814239502,15871.0
2.300445556640625,2.405001640319824,2.500396966934204,2.8507068157196045,15871.0
2.30486798286438,2.4091079235076904,2.5051352977752686,2.8513386249542236,15871.0
2.301077365875244,2.4056332111358643,2.5038716793060303,2.8491275310516357,15871.0
2.301077365875244,2.4068968296051025,2.5022923946380615,2.8494434356689453,15871.0
2.300445556640625,2.4103715419769287,2.508925676345825,2.851022720336914,15872.0
2.3080267906188965,2.4097397327423096,2.5057668685913086,2.855445146560669,15872.0
2.311185598373413,2.415109634399414,2.513979911804199,2.857656240463257,15872.0
2.3092901706695557,2.414477825164795,2.511137008666992,2.8608150482177734,15872.0
2.3124489784240723,2.4185843467712402,2.512084484100342,2.8601832389831543,15872.0
2.3042361736297607,2.4106874465942383,2.5057668685913086,2.8544974327087402,15873.0
2.3042361736297607,2.4084763526916504,2.50418758392334,2.8522863388061523,15873.0
2.3070790767669678,2.4103715419769287,2.5057668685913086,2.8507068157196045,15873.0
2.302656888961792,2.4091079235076904,2.5010287761688232,2.849759101867676,15873.0
2.2988662719726562,2.4056332111358643,2.5035557746887207,2.844705104827881,15873.0
2.312764883041382,2.413846254348755,2.5095574855804443,2.8573403358459473,15874.0
2.3102378845214844,2.4135303497314453,2.509873390197754,2.858288049697876,15874.0
2.3086583614349365,2.415109634399414,2.512084484100342,2.8598673343658447,15874.0
2.311185598373413,2.4192161560058594,2.5130321979522705,2.8614466190338135,15874.0
2.312764883041382,2.417320966720581,2.510505199432373,2.860499143600464,15874.0
2.307710886001587,2.4119508266448975,2.5073463916778564,2.852602005004883,15875.0
2.303920269012451,2.4091079235076904,2.506082773208618,2.853233814239502,15875.0
2.306763172149658,2.411003351211548,2.504819393157959,2.853865623474121,15875.0
2.3023409843444824,2.409423828125,2.507662296295166,2.8469161987304688,15875.0
2.303920269012451,2.409423828125,2.5067145824432373,2.85481333732605,15875.0
2.3080267906188965,2.408792018890381,2.5079782009124756,2.85481333732605,15876.0
2.3080267906188965,2.4113192558288574,2.5095574855804443,2.8541815280914307,15876.0
2.3070790767669678,2.4113192558288574,2.5057668685913086,2.853865623474121,15876.0
2.3070790767669678,2.4141621589660645,2.5130321979522705,2.8573403358459473,15876.0
2.309921979904175,2.4182684421539307,2.5124003887176514,2.860499143600464,15876.0
